end_station_name,year,number_of_rides
Princeton Ave & Garfield Blvd,2023,353
Public Rack - Washtenaw Ave & Superior St,2023,347
Cottage Grove Ave & 83rd St,2023,339
Austin Blvd & Lake St,2023,338
Kedzie Ave & 21st St,2023,336
Burnham Greenway & 112th St,2023,332
N Clark St & W Elm St,2023,324
Millard Ave & 26th St,2023,317
Public Rack - Hamlin Ave & Fullerton Ave,2023,310
Central Park Ave & 24th St,2023,306
Stony Island Ave & 63rd St,2023,306
Union Ave & Root St,2023,302
Greenwood Ave & 97th St,2023,300
Public Rack - Pulaski Rd & Armitage Ave,2023,294
State St & 79th St,2023,294
Michigan Ave & 71st St,2023,284
Austin Blvd & Madison St,2023,280
Halsted St & 96th St,2023,280
Lockwood Ave & Wrightwood Ave,2023,276
Public Rack - Racine Ave & 109th Pl,2023,276
Stony Island Ave & 75th St,2023,276
Kenosha & Wellington,2023,274
Western Ave & 111th St,2023,274
Ashland Ave & Pershing Rd,2023,273
Fairfield Ave & Roosevelt Rd,2023,270
Kostner Ave & Wrightwood Ave,2023,266
Kilpatrick Ave & Parker Ave,2023,263
Shields Ave & 43rd St,2023,258
Ashland Ave & McDowell Ave,2023,254
Hoyne Ave & 47th St,2023,252
Ashland Ave & 50th St,2023,251
Stony Island Ave & 67th St,2023,251
Indiana Ave & 40th St,2023,250
May St & 69th St,2023,249
Sayre & Diversey,2023,249
Elizabeth St & 59th St,2023,244
Damen Ave & Pershing Rd,2023,238
Big Marsh Park,2023,235
Public Rack - Milwaukee Ave & Diversey Ave,2023,231
Public Rack - Milwaukee Ave & Haussen Ct,2023,231
California Ave & 26th St,2023,227
Halsted St & 47th Pl,2023,223
MLK Jr Dr & 63rd St,2023,213
Public Rack - Hamlin Ave & Montrose Ave,2023,212
Kilbourn & Roscoe,2023,211
Ping Tom Park (East),2023,211
Halsted St & 63rd St,2023,210
Kedzie Ave & Roosevelt Rd,2023,209
Rainbow Beach,2023,205
Washtenaw Ave & Peterson Ave,2023,205
Stony Island Ave & 64th St,2023,203
Commercial Ave & 130th St,2023,202
Perry Ave & 69th St,2023,201
Kedzie Ave & 110th St,2023,199
Marshfield Ave & 44th St,2023,197
Baltimore Ave & 87th St,2023,196
MLK Jr Dr & 56th St,2023,196
Kostner Ave & Adams St,2023,194
Public Rack - Washtenaw Ave & Devon Ave,2023,193
Central Ave & Chicago Ave,2023,192
Yates Blvd & 75th St,2023,187
Public Rack - Woodlawn Ave & 63rd St N,2023,185
Albany Ave & 26th St,2023,184
Kedzie Ave & 24th St,2023,182
Public Rack - Lowell Ave & Elston Ave,2023,182
State St & Pershing Rd,2023,179
Damen Ave & 59th St,2023,178
State St & 54th St,2023,177
Calumet Ave & 71st St,2023,176
Kedzie Ave & 57th St,2023,176
Virginia Ave & Catalpa Ave,2023,174
Central Park Blvd & 5th Ave,2023,173
Morgan St & Pershing Rd,2023,173
Austin Blvd & Chicago Ave,2023,172
Wentworth Ave & 63rd St,2023,171
Streeter Dr/Grand Ave,2023,170
Public Rack - Monticello Ave & Belmont Ave,2023,169
Richmond St & Lincoln Ave,2023,169
Buckingham - Fountain,2023,164
Calumet Park,2023,164
Lawndale Ave & 30th St,2023,162
Meade Ave & Diversey Ave,2023,162
Public Rack - Lawndale Ave & Diversey Ave,2023,162
Narragansett & Irving Park,2023,161
California & 16th St,2023,159
Lamon Ave & Belmont Ave,2023,159
Lawndale Ave & 111th St,2023,159
McCormick Blvd & Devon Ave,2023,158
Wabash Ave & 87th St,2023,155
Pulaski Rd & Lake St,2023,154
Komensky Ave & 31st St,2023,153
Western Ave & Ardmore Ave,2023,153
Phillips Ave & 79th St,2023,152
Walden Pkwy & 100th St,2023,152
Vernon Ave & 79th St,2023,151
Buckingham Fountain (Columbus/Balbo),2023,150
Public Rack - Spaulding Ave & Evergreen Ave,2023,150
Public Rack - Kedzie Ave & Argyle St,2023,149
Public Rack - Langley Ave & 49th St,2023,148
St Louis Ave & 59th St,2023,148
Hale Ave & 107th St,2023,147
Racine Ave & Garfield Blvd,2023,147
Commercial Ave & 83rd St,2023,146
Prospect Sq & 91st St,2023,143
Rockwell St & Archer Ave,2023,142
Public Rack - California Ave & Cortez St,2023,140
Sacramento Blvd & Fulton Ave,2023,140
Central Ave & Lake St,2023,139
Lamon Ave & Armitage Ave,2023,139
Kedzie Ave & Harrison St,2023,138
Public Rack - Avers Ave & Irving Park Rd,2023,138
Constance Ave & 95th St,2023,136
Kilpatrick Ave & Grand Ave,2023,135
Public Rack - Champlain Ave & 65th St,2023,132
Public Rack - Rockwell & Division,2023,132
Greenwood Ave & 79th St,2023,131
Halsted St & 51st St,2023,131
Monticello Ave & Lawrence Ave,2023,131
Narragansett Ave & School St,2023,129
Cicero Ave & Grace St,2023,128
Public Rack - Cumberland & Catherine,2023,128
Halsted St & 69th St,2023,127
Latrobe Ave & Chicago Ave,2023,126
Public Rack - Milwaukee Ave & Higgins Ave,2023,125
Central Ave & Roscoe St,2023,124
Cicero Ave & Lake St,2023,124
Exchange Ave & 79th St,2023,124
Central Ave & Parker Ave,2023,123
Fairfield Ave & 44th St,2023,122
Greenwood Ave & 91st St,2023,122
Kilbourn & Belden,2023,122
Vernon Ave & 75th St,2023,122
Western Ave & Lake St,2023,120
Western Ave & 104th St,2023,119
Public Rack - Milwaukee Ave & School St,2023,118
Houston Ave & 92nd St,2023,117
Public Rack - Spaulding Ave & North Ave,2023,116
Stony Island Ave & 90th St,2023,115
Central Park & Augusta Blvd,2023,114
Lavergne & Fullerton,2023,114
Public Rack - Kostner Ave & Diversey Ave,2023,113
Laramie Ave & Madison St,2023,111
Major Taylor Trail & 115th St,2023,111
Public Rack - Nagle Ave & Belmont Ave,2023,111
Pulaski & Ann Lurie Pl,2023,111
East End Ave & 87th St,2023,108
Public Rack - Cicero Ave & Wrightwood Ave,2023,108
Damen Ave/Coulter St,2023,106
Lawler Ave & 50th St,2023,106
Public Rack - Hyde Park Blvd & 55th St,2023,106
Elizabeth St & 92nd St,2023,105
Jeffery Blvd & 76th St,2023,104
Public Rack - Western Ave & Devon Ave,2023,103
Sacramento Ave & 25th St,2023,103
Burnham Greenway & 105th St,2023,102
Long Ave & Belmont Ave,2023,102
Damen Ave & 51st St,2023,101
Dauphin Ave & 87th St,2023,101
Central Ave & Madison St,2023,100
Kenton Ave & Madison St,2023,100
Leavitt St/North Ave,2023,100
Public Rack - Western Blvd & 49th St,2023,100
Shabbona Park,2023,100
Public Rack - Walden Pkwy & 103rd St,2023,98
Western Ave & 28th St,2023,96
Ashland Ave & 78th St,2023,95
Ashland Ave & Garfield Blvd,2023,95
Pulaski Rd & 21st St,2023,95
Ashland Ave & 63rd St,2023,94
Loomis Blvd & 84th St,2023,94
Stewart Ave & 83rd St,2023,94
California Ave & Granville Ave,2023,93
Public Rack - Christiana Ave & Belmont Ave,2023,93
Pulaski Rd & Congress Pkwy,2023,93
Evans Ave & 75th St,2023,91
Karlov Ave & Madison St,2023,91
Marshfield Ave & 59th St,2023,91
Cicero Ave & Quincy St,2023,90
Kildare Ave & 47th St,2023,90
Public Rack - Avers & Lawrence,2023,90
Francisco Ave & 47th St,2023,89
Public Rack - Hollywood Park,2023,89
Cottage Grove Ave & 111th Pl,2023,88
Halsted St & 111th St,2023,88
Homewood Ave & 115th St,2023,88
Kildare Ave & 26th St,2023,87
Francisco Ave & Hollywood Ave,2023,85
Hamlin Ave & Grand Ave,2023,85
Fullerton & Monitor,2023,84
Kenosha Ave & Wellington Ave,2023,84
Laramie Ave & Kinzie St,2023,84
Public Rack - Harold Washington Park,2023,84
California Ave & 36th St,2023,82
Central Ave & Harrison St,2023,82
Hegewisch Metra Station,2023,82
Long Ave & Belden Ave,2023,81
Public Rack - Washington Park Ct & 51st St,2023,81
Stewart Ave & 63rd St,2023,81
Kenneth Ave & 50th St,2023,80
Base - 2132 W Hubbard,2023,79
Public Rack - Austin Ave & Wrightwood Ave,2023,79
Clyde Ave & 87th St,2023,78
Martin Luther King Dr & 111th St,2023,78
St Louis Ave & Norman Bobbins Ave,2023,78
Woodlawn Ave & 75th St,2023,78
Albany Ave & 16th St,2023,77
Avenue O & 134th St,2023,77
Stony Island Ave & South Chicago Ave,2023,77
Cottage Grove Ave & 71st St,2023,76
Halsted St & 78th St,2023,76
Public Rack - Wilbur Wright College South,2023,76
Steelworkers Park,2023,76
Dauphin Ave & 103rd St,2023,74
Public Rack - California Ave & Devon Ave - NE,2023,74
Public Rack - Hyde Park Blvd & 53rd St,2023,74
Rockwell St & 57th St,2023,74
Torrence Ave & 106th St,2023,74
Mason Ave & Belmont Ave,2023,73
Pulaski Rd & Eddy St (Temp),2023,73
Stony Island Ave & 82nd St,2023,73
Eberhart Ave & 91st St,2023,71
Kedzie Ave & 52nd St,2023,71
Komensky Ave & 55th St,2023,71
Public Rack - California Ave & Touhy Ave - NW,2023,70
Public Rack - Rockwell Ave & Touhy Ave ,2023,70
Oak Park & Wellington,2023,69
Orange & Addison,2023,69
Tripp Ave & 65th St,2023,69
Public Rack - Haft Ave & Milwaukee Ave,2023,68
Public Rack - Laramine Ave & Winnemac Ave,2023,68
Public Rack - Milwaukee Ave & Kennedy Expy,2023,68
Racine Ave & 61st St,2023,68
Avenue O & 118th St,2023,67
Central Park Ave & Ohio St,2023,67
Ewing Ave & Burnham Greenway,2023,67
Public Rack - Pulaski Rd & 44th St,2023,67
Yates Blvd & 93rd St,2023,67
Cicero Ave & Flournoy St,2023,66
Hoyne Ave & 34th St,2023,66
Mozart St & Jackson Blvd,2023,66
Public Rack - Lockwood Ave & Diversey Ave,2023,66
Cottage Grove Ave & 78th St,2023,65
Narragansett & McLean,2023,65
Vincennes Ave & 75th St,2023,65
Public Rack - Lavergne & Lawrence,2023,63
Public Rack - Midway Orange Line,2023,63
Doty Ave & 111th St,2023,62
Indiana Ave & 103rd St,2023,62
State St & 76th St,2023,62
Central Park Ave & Douglas Blvd,2023,61
Elizabeth St & 47th St,2023,61
Loomis St & 89th St,2023,61
Public Rack - Throop St & 58th St,2023,61
Artesian Ave & 55th St,2023,60
Public Rack - Olmstead Ave & Oliphant Ave,2023,60
Damen Ave & 74th St,2023,58
Ellis Ave & 83rd St,2023,58
Public Rack - Kimball Ave & Carmen Ave,2023,58
Sacramento Ave & Pershing Rd,2023,58
Homan Ave & 65th St,2023,57
Karlov Ave & Lawrence Ave,2023,57
Meade Ave & Addison St,2023,57
Monticello Ave & Chicago Ave,2023,57
Nordica & Medill,2023,57
Oglesby Ave & 100th St,2023,57
Halsted St & 56th St,2023,56
Public Rack - Campbell Ave & Pratt Blvd,2023,56
Public Rack - Irving Park Rd & Leclaire Ave,2023,56
Public Rack - Jonathan Y Scammon Public School,2023,56
Karlov Ave & Armitage Ave,2023,55
Kostner Ave & 63rd St,2023,55
Albany Ave & Douglas Blvd,2023,54
Campbell Ave & 51st St,2023,54
Kedzie Ave & 45th St,2023,54
Public Rack - Kenton Ave & Palmer St,2023,54
Public Rack - Pulaski & Rosemont,2023,54
Roscoe & Harlem,2023,54
Summit Ave & 86th St,2023,54
Vernon Ave & 107th St,2023,54
California Ave & Marquette Rd,2023,53
Halsted St & 59th St,2023,53
Public Rack - Ashland Ave & 91st St,2023,53
Public Rack - Christiana Ave & Archer Ave,2023,52
Richmond St & 59th St,2023,52
Seeley Ave & Garfield Blvd,2023,52
La Villita Park (Albany/30th),2023,51
Marquette Ave & 89th St,2023,51
Mulligan Ave & Wellington Ave,2023,51
Springfield Ave & North Ave,2023,51
Ashland Ave & 74th St,2023,50
Kildare Ave & Chicago Ave,2023,50
Kostner Ave & Lake St,2023,50
Vincennes Ave & 104th St,2023,50
Halsted St & 104th St,2023,49
Harlem Ave & Grace St,2023,49
Lawndale Ave & 16th St,2023,49
Public Rack - King Dr & 115th St,2023,49
Public Rack - Western Ave & 96th St,2023,49
Halsted St & 73rd St,2023,48
Kenneth Ave & Lawrence Ave,2023,48
Public Rack - 63rd Pl & Narraganssett Ave,2023,48
Maplewood Ave & 59th St,2023,47
Public Rack - Keystone Ave & North Ave,2023,47
Pulaski Rd & 60th St,2023,47
Kildare & Cermak,2023,46
MLK Jr Dr & 83rd St,2023,46
Public Rack - Parkside & Archer,2023,46
W 103rd St & S Avers Ave,2023,46
Hamlin Ave & 62nd Pl,2023,45
Lamon Ave & Chicago Ave,2023,45
Major Ave & Bloomingdale Ave,2023,45
Public Rack - Lawndale Ave & 23rd St,2023,45
Ashland Ave & 66th St,2023,44
Hastings LWS,2023,44
Kildare Ave & Division St,2023,44
North Ave & New England Ave,2023,44
Public Rack - Calumet Ave & 51st St,2023,44
Tripp Ave & 15th St,2023,44
Oketo Ave & Addison St,2023,43
Public Rack - Kedzie Ave & Archer Ave,2023,43
Spaulding Ave & 63rd St,2023,43
Phillips Ave & 83rd St,2023,42
Public Rack - Komensky Ave & 31st St,2023,42
Sacramento Blvd & Polk St,2023,42
Troy Ave & 27th St,2023,42
Menard Ave & Division St,2023,41
Public Rack - Lockwood & Archer,2023,41
Public Rack - Menard Ave & Dakin St - midblock,2023,41
Throop St & 52nd St,2023,41
Archer Ave & 43rd St,2023,40
Homan Ave & Fillmore St,2023,40
Plainfield & Irving Park,2023,40
Public Rack - Central Ave & Pensacola Ave,2023,40
Public Rack - Prairie Ave & 47th St ,2023,40
Leamington Ave & Hirsch St,2023,39
Public Rack - Avers & Granville,2023,39
Public Rack - California Ave & Devon Ave - NW,2023,39
Public Rack - Nordica & Archer,2023,39
Public Rack - Sacramento Ave & Devon Ave,2023,39
Public Rack - State ST & 42nd St,2023,39
Public Rack - Jensen Park,2023,38
Harding Ave & 26th St,2023,37
Springfield Ave & 47th St,2023,37
Wabash Ave & 83rd St,2023,37
Altgeld Gardens,2023,36
Bennett Ave & 79th St,2023,36
Public Rack - 4810 Keeler Ave,2023,36
Commercial Ave & 100th St,2023,35
Public Rack - Avondale Ave & Addison St,2023,35
Public Rack - Cicero Ave & Roscoe St,2023,35
Public Rack - Forest Glen & Peterson,2023,35
Public Rack - Keystone Ave & Irving Park Rd,2023,35
Public Rack - Kimball & Ardmore,2023,35
Public Rack - Milwaukee Ave & Catalpa Ave,2023,35
Bloomingdale Ave & Harlem Ave,2023,34
Michigan Ave & 114th St,2023,34
Public Rack - Kilpatrick & Elston,2023,34
Public Rack - Tripp Ave & North Ave,2023,34
Whipple St & Roosevelt Rd,2023,34
California Ave & 71st St,2023,33
Major Taylor Trail & 124th St,2023,33
Public Rack - Forrestville Ave & 47th St,2023,33
Public Rack - Karlov Ave & Kamerling Ave,2023,33
Public Rack - Karlov Ave & Milwaukee Ave,2023,33
Public Rack - Laramie Ave & Grand Ave,2023,33
Public Rack - Milwaukee Ave & Culyer Ave,2023,33
Public Rack - N Narragansett Ave & Grand Ave,2023,33
Public Rack - Springfield Ave & Lawrence Ave,2023,33
Tripp Ave & 31st St,2023,33
Carpenter St & 63rd St,2023,32
Lavergne Ave & Fullerton Ave,2023,32
Maryland Ave & 104th St,2023,32
Public Rack - Hoyne Ave & 110th Pl,2023,32
Public Rack - Laramie Ave & Belmont Ave,2023,32
Racine Ave & Fullerton Ave (Temp),2023,32
Kedzie Ave & 104th St,2023,31
Kilbourn Ave & Roscoe St,2023,31
Public Rack - Elston Ave & Kenneth Ave,2023,31
Public Rack - Foster Ave & Drake Ave,2023,31
Public Rack - Karlov Ave & Lawrence Ave,2023,31
Public Rack - St Louis Ave & Berteau Ave,2023,31
California Ave & 29th St,2023,30
Mayfield & Roosevelt Rd,2023,30
Public Rack - Kildare Ave & North Ave,2023,30
Public Rack - Nashotah & Northwest Hwy,2023,30
Public Rack - Neva Ave & Grand Ave,2023,30
Public Rack - Oketo Ave & Belmont Ave,2023,30
Public Rack - Pulaski Rd & Fullerton Ave,2023,30
Public Rack - McCormick Blvd & Devon Ave,2023,29
Eberhart Ave & 131st St,2023,28
Public Rack - Christiana & Lincoln,2023,28
Public Rack - Kimball Ave & Lawrence Ave,2023,28
Public Rack - Lawrence Ave & Kimball Ave,2023,28
Public Rack - Normal Ave & 111th St,2023,28
Rockwell St & 63rd St,2023,28
Laramie Ave & Gladys Ave,2023,27
Long Ave & North Ave,2023,27
Public Rack - 61st St & Melvina Ave,2023,27
Public Rack - Eli Whitney Public School,2023,27
Public Rack - Fullerton Ave & Narragansett Ave,2023,27
Public Rack - Keating & Peterson,2023,27
Public Rack - Martin Luther King Dr & 44th St,2023,27
Ada St & 113th St,2023,26
Menard Ave & North Ave,2023,26
Public Rack - Hiawatha & Mendota,2023,26
Public Rack - Kedzie Ave & Chicago Ave,2023,26
Public Rack - Kilbourn Ave & Fullerton Ave,2023,26
Public Rack - Lotus Ave & Lawrence Ave,2023,26
Public Rack - Western & 79th,2023,26
South Chicago Ave & 83rd St,2023,26
Olive Harvey College,2023,25
Public Rack - Cottage Grove & 86th St,2023,25
Public Rack - Kedzie Ave & 58th St,2023,25
Public Rack - Lafayette Ave & 95th St,2023,25
Public Rack - Loomis St & 87th St,2023,25
S Aberdeen St & W 106th St,2023,25
Troy St & Jackson Blvd,2023,25
Augusta Blvd & Laramie Ave,2023,24
Kildare Ave & 55th St,2023,24
Public Rack - 56th St & Mulligan Ave,2023,24
Public Rack - Central Ave & Lawrence Ave,2023,24
Public Rack - Milwaukee Ave & Pensacola Ave,2023,24
Public Rack - Racine Ave & 74th St,2023,24
Public Rack - Sawyer Ave & Chicago Ave,2023,24
Public Rack - Talman Ave & Pershing Rd,2023,24
Kedzie Ave & 66th Pl,2023,23
State St & 123rd St,2023,23
Public Rack - Baltimore Ave & 133rd St,2023,22
Public Rack - Cicero Ave & Altgeld St,2023,22
Public Rack - Lynch & Elston,2023,22
Public Rack - Melvina & Foster,2023,22
Public Rack - Melvina Ave & Belmont Ave,2023,22
Public Rack - Minuteman Park,2023,22
Public Rack - S Menard & W 63rd,2023,22
Public Rack - S. New England/ W. 65th,2023,22
Public Rack - Sayre Ave & 59th St,2023,22
Public Rack - Western & 83rd,2023,22
Public Rack - Western Ave & 47th Pl,2023,22
Torrence Ave & 126th Pl,2023,22
Eggleston Ave & 92nd St,2023,21
Public Rack - 111th St - Morgan Park Metra,2023,21
Public Rack - Komensky Ave & 63rd St,2023,21
Public Rack - Milwaukee Ave & Addison St,2023,21
Public Rack - Sawyer Ave & Lawrence Ave,2023,21
Public Rack - South Shore Dr & 71st St,2023,21
Racine Ave & 65th St,2023,21
S Wentworth Ave & W 111th St,2023,21
Kedzie Ave & Redfield Dr,2023,20
Public Rack - California Ave & Marquette Rd,2023,20
Public Rack - Cicero Ave & North Ave,2023,20
Public Rack - Irving Park Rd & Austin Ave,2023,20
Public Rack - N. Oakview and W. Gregory St,2023,20
Public Rack - Nagel & Higgins,2023,20
Spaulding Ave & 16th St,2023,20
Public Rack - Austin Ave & Roscoe St,2023,19
Public Rack - Bryn Mawr Ave & Spaulding Ave,2023,19
Public Rack - Central Ave & George St,2023,19
Public Rack - Kedzie Ave & 54th St - SE,2023,19
Public Rack - Laramie Ave & Warwick Ave,2023,19
Public Rack - Leamington & Elston,2023,19
Public Rack - Michigan Ave & 96th St,2023,19
Public Rack - Mobile Ave & Archer Ave,2023,19
Public Rack - Monticello & Lawrence,2023,19
Public Rack - Winona St & Elston Ave,2023,19
Parkside Ave & Armitage Ave,2023,18
Public Rack - Melvina Ave & Montrose Ave,2023,18
Public Rack - Norwood Park Station ,2023,18
Public Rack - St Louis & Lincoln,2023,18
Damen Ave & 33rd St,2023,17
Public Rack - California Ave & Ogden Ave,2023,17
Public Rack - Hamlin Ave & Grand Ave,2023,17
Public Rack - Laramie Ave & Fullerton Ave,2023,17
Public Rack - Marshfield Ave & 45th St,2023,17
Public Rack - Milwaukee Ave & Lawrence Ave,2023,17
Public Rack - Spaulding Ave & Bryn Mawr Ave,2023,17
Indiana Ave & 133rd St,2023,16
Kedzie Ave & 73rd St,2023,16
Lavergne Ave & 46th St,2023,16
Public Rack - Greenwood Ave & Lake Park Ave,2023,16
Public Rack - Neva & Foster,2023,16
Artesian Ave & 71st St,2023,15
Panama Ave & Grace St,2023,15
Public Rack - Albany Ave & 63rd St,2023,15
Public Rack - Evans Ave & 63rd St,2023,15
Public Rack - Halsted St & 111th St,2023,15
Public Rack - Hamilton Ave & 95th St,2023,15
Public Rack - Kedzie Ave & 60th St,2023,15
Public Rack - Kedzie Ave & 61st Pl W,2023,15
Public Rack - King Dr & 71st St,2023,15
Public Rack - Kostner Ave & Wrightwood Ave,2023,15
Public Rack - Prairie Ave & Garfield Blvd N,2023,15
Public Rack - Prairie Ave & Garfield Blvd S,2023,15
Public Rack - Richard Daley College,2023,15
Public Rack - Sayer & Northwest Hwy,2023,15
Rhodes Ave & 71st St,2023,15
South Chicago Ave & Elliot Ave,2023,15
Kedzie Ave & 24th St (Temp),2023,14
Public Rack - Avers Ave & Archer Ave,2023,14
Public Rack - Central & Berteau,2023,14
Public Rack - Central Park & Bryn Mawr,2023,14
Public Rack - Cicero Ave & Wellington Ave,2023,14
Public Rack - Columbus & 79th,2023,14
Public Rack - Francisco Ave & Touhy Ave,2023,14
Public Rack - Kedzie Ave & 62nd Pl,2023,14
Public Rack - Kostner & Peterson,2023,14
Public Rack - Maplewood Ave & 47th St,2023,14
Public Rack - Natoma Ave & 61st St,2023,14
Public Rack - Wood St & 47th St,2023,14
Public Rack - Ave N & 106th St,2023,13
Public Rack - Cicero Ave & Cortland St - midblock,2023,13
Public Rack - Drake Ave & Leland Ave,2023,13
Public Rack - Forest Glen Station ,2023,13
Public Rack - Hiawatha Ave & Minnehaha Ave,2023,13
Public Rack - Kedvale Ave & Peterson Ave,2023,13
Public Rack - Kostner & 83rd,2023,13
Public Rack - Linder & Elston,2023,13
Public Rack - Marshfield Ave & 87th St,2023,13
Public Rack - Peterson Park,2023,13
Public Rack - Pulaski & 52nd,2023,13
Public Rack - Spaulding Ave & Foster Ave,2023,13
Public Rack - Western Ave & 118th St,2023,13
Public Rack - Western Ave & Jarvis Ave,2023,13
Public Rack - Wood St & 103rd St,2023,13
Bradley Park,2023,12
Keeler Ave & Roosevelt Rd,2023,12
Public Rack - 532 E 43rd St,2023,12
Public Rack - Bernard St & Foster Ave,2023,12
Public Rack - Bishop St & 46th St,2023,12
Public Rack - Brandon Ave & 91st St,2023,12
Public Rack - California & 71st,2023,12
Public Rack - Division St & Christiana Ave,2023,12
Public Rack - Ewing Ave & 107th St,2023,12
Public Rack - Hamlin Ave & Madison St,2023,12
Public Rack - Kedvale Ave & Avondale Ave,2023,12
Public Rack - Kedzie Ave & 64th St - SW,2023,12
Public Rack - Kenton & Lawrence,2023,12
Public Rack - Laflin St &51st ST,2023,12
Public Rack - Langley Ave & Oakwood Blvd,2023,12
